x
191
298
549
732
1021
1132
1171
1287
1286
1069
786
437
94
69
165
384
614
771
947
1093
1053
839
597
324
116
99
107
128
98
156
54
141
96
195
61
69
35
80
239
108
90
721
555
576
709
564
80
473
213
370
130
106
78
22
650
358
323
362
58
144
631
304
19
198
38
78
182
51
1217
31
30
33
50
38
110
