x
4095
4095
3835
3387
2978
2295
1397
631
222
1045
1580
2071
2157
2590
2965
3173
3690
4095
4095
4095
4095
3899
3379
2825
2211
1649
1105
586
400
273
262
93
64
71
75
102
133
122
195
225
290
428
459
1354
1232
1029
957
1465
1749
1886
2778
2509
2641
2979
3198
3664
2926
2741
2576
2192
1674
957
578
1677
332
866
1593
1634
1913
2185
2461
2827
3019
3120
3310
