x
1450
1520
1690
1790
2021
2112
2031
2160
1873
1799
1609
1406
913
402
63
271
752
1097
1409
1546
1776
1863
2033
2357
2210
2446
2756
3292
3889
3993
3438
2683
1474
1141
799
336
464
38
48
113
101
128
84
548
150
96
229
104
193
101
67
204
39
565
560
289
128
142
67
1802
1250
498
303
561
526
659
802
494
1020
1246
1221
830
1520
1319
1168
