x
80
421
68
47
48
211
81
98
59
90
78
89
147
171
120
90
125
117
116
110
127
133
51
87
117
161
170
115
110
122
96
576
34
289
126
6
19
190
50
335
94
265
101
195
144
813
43
32
16
91
16
110
26
29
673
48
311
64
27
157
99
291
189
70
44
57
32
45
47
43
123
67
42
48
47
