x
112
6
64
28
16
121
26
33
67
21
0
0
82
0
0
25
0
0
23
42
96
463
0
112
96
36
38
0
74
55
61
0
34
0
113
22
0
176
7
149
2
274
131
29
473
50
1049
293
176
170
0
13
227
559
576
153
941
511
60
784
802
957
138
1227
1495
704
1002
1114
885
1055
875
1020
634
1263
2219
