x
414
511
418
412
215
194
47
39
176
225
367
400
644
774
759
1001
986
987
1188
1122
1195
1200
1328
1221
1246
1303
1379
1338
1224
1100
1264
979
1065
1033
791
842
691
599
710
626
264
485
499
251
262
202
197
226
281
131
95
10
16
0
0
0
65
0
105
47
143
329
144
29
144
342
442
400
374
521
551
707
1045
1200
1522
