x
219
82
128
171
496
757
892
894
1049
1007
979
783
698
657
361
219
256
238
97
63
265
209
286
173
318
531
415
399
498
592
777
1193
1290
1770
1685
1615
1425
1015
709
629
238
80
583
1104
1459
2242
2253
2377
2237
1947
1706
1479
960
656
341
191
81
230
121
207
48
282
405
522
539
496
682
629
864
1297
1973
2159
2448
2339
1942
