x
2931
3273
3345
3815
4049
4095
3914
3305
2421
1883
1234
615
270
90
25
59
91
42
80
377
306
311
383
419
595
619
883
976
1087
1299
1567
2109
2283
2832
2719
3046
2850
2826
2448
2422
1731
1035
365
227
852
1073
1714
1999
2114
2304
2105
3121
3227
3088
3017
2160
2007
1552
1019
462
442
60
196
73
81
113
96
158
246
459
212
519
716
704
827
