x
58
27
33
41
64
192
211
288
62
251
57
226
80
20
130
96
109
154
112
236
232
197
238
142
176
362
496
618
834
896
851
875
901
848
713
528
675
466
351
321
234
172
113
90
53
73
45
0
1
28
2
16
35
28
31
57
66
47
90
350
123
150
225
292
233
995
896
995
1292
1168
1069
1248
1239
937
855
