x
1198
827
224
169
636
1053
1466
1529
1791
1749
2039
2096
2115
2070
1552
1417
967
666
346
43
21
70
16
60
4
196
213
262
396
407
400
332
464
398
603
750
994
1004
1200
1152
1285
1245
1009
804
352
162
38
161
528
347
241
549
433
575
841
761
549
525
422
288
87
173
619
64
77
48
9
61
212
91
23
6
0
39
214
