x
90
9
166
0
0
69
140
98
94
175
208
290
321
592
911
896
886
576
614
365
272
17
0
118
318
538
629
652
566
425
367
119
64
54
0
0
39
51
48
6
17
70
0
92
130
800
874
939
1031
874
479
487
152
80
122
329
839
1161
1264
1322
1074
821
532
267
37
10
44
179
203
211
146
269
267
189
385
