x
1369
1649
1653
1797
1826
1985
2253
2069
2369
2443
2653
2596
2675
2736
2781
2842
2880
2882
2951
2895
2800
2727
2534
2320
2148
1932
1763
1423
1167
651
545
286
282
176
163
80
115
299
127
114
111
195
94
131
166
1211
245
254
246
148
285
300
384
773
517
369
610
819
674
630
949
1008
751
1022
1090
949
1027
1424
1500
1643
1722
1856
2087
2032
2133
