x
187
160
101
222
143
734
1331
1802
1686
1601
1469
1068
973
973
624
34
617
1047
1365
1331
1421
1296
923
718
644
518
644
552
362
353
278
224
176
157
71
10
295
609
780
1093
1208
1234
1040
866
690
555
17
387
1214
1203
1167
999
698
942
559
676
358
380
502
400
564
208
771
865
337
1
373
917
1621
1813
1712
1472
1491
1104
770
