x
1156
1179
1156
1079
1073
951
974
1009
1050
999
942
981
969
765
891
666
848
875
766
783
738
738
651
646
770
535
784
719
672
709
736
624
649
282
489
310
441
272
374
240
179
80
68
45
138
38
410
599
689
886
1273
753
1286
1522
1587
1690
1744
1936
2067
1999
2384
2065
2185
2205
2256
2385
2134
2102
2059
1925
2133
2055
1886
2399
2127
