x
48
234
155
298
28
493
1223
850
1055
1164
915
1051
862
768
486
364
281
205
34
126
330
629
1113
1243
1373
1462
1559
1392
1423
1208
1133
817
571
461
432
107
378
77
225
35
119
80
202
212
59
430
356
413
592
651
1593
1552
2185
2210
2332
2011
1858
1526
1267
965
658
587
163
267
782
1293
1777
2286
2484
2545
2418
2218
2030
1543
1125
