x
1328
1222
1338
1435
1527
1616
1698
1875
2053
2059
2187
2227
2215
2236
2241
2224
2267
2289
2275
2235
2140
2073
2021
1909
1697
1335
1198
801
534
246
97
278
481
880
1142
1301
1467
1581
1751
1904
2041
2160
2334
2432
2384
2825
2955
2966
3972
3824
3521
3805
3811
3913
3556
3382
2741
2882
3056
2487
2505
2308
2032
1555
1212
1007
593
673
373
398
322
246
292
182
211
