x
1505
1527
1586
1650
1714
1786
1797
1829
1844
1801
1888
1904
2078
1959
1963
1908
1792
1757
1718
1595
1548
1389
1212
1037
848
631
525
272
85
49
334
223
731
794
490
1045
1120
1374
1418
1452
1553
1614
2112
2279
2161
2032
2470
2503
2544
2787
2743
2921
1449
3234
3257
2928
2240
2747
2869
2958
2445
3043
2749
2737
1575
1811
1271
1135
822
670
550
853
260
356
239
