x
3
49
539
940
1178
1499
1344
1221
1073
864
528
325
193
177
0
0
0
118
134
64
126
198
193
207
181
182
244
618
1022
1200
1275
1109
871
581
358
161
0
0
304
544
886
1088
1152
1098
959
867
606
409
227
219
17
157
80
112
272
97
125
195
192
246
203
202
407
1063
1264
1573
1527
1152
756
471
13
20
170
435
1232
