x
1808
1741
1751
1774
1744
1821
1690
1687
1651
1695
1722
1778
1758
1695
1631
1718
1667
1751
1594
1522
1367
1531
1475
1749
1701
1680
1840
1968
1935
1985
2021
2067
1899
2003
2080
1919
2064
2305
2646
2609
2683
2588
2485
1323
1331
912
666
1553
949
1755
1392
1031
1014
1249
959
684
1342
528
1239
1181
1099
1198
1113
1207
242
1087
1395
1106
1391
1302
1678
1370
795
1099
1243
