x
480
607
720
832
863
1072
1136
1243
1367
1485
1552
1597
1616
1705
1758
1748
1734
1703
1661
1611
1603
1488
1428
1344
1355
1259
1070
1254
935
922
855
788
762
683
673
626
709
748
483
551
1017
311
304
221
195
263
368
347
190
3
59
213
13
352
1102
13
70
902
767
1
128
27
162
52
80
0
0
179
50
323
96
659
145
212
294
