x
240
267
96
210
144
113
175
208
170
118
163
320
464
560
765
784
821
950
943
812
690
622
658
400
194
46
229
423
788
923
993
993
977
896
976
817
707
565
479
592
434
368
189
225
158
129
155
9
67
137
23
0
0
55
59
188
183
607
1121
1255
1534
1748
1647
1519
1340
1305
1072
873
671
523
155
215
157
391
653
