x
265
83
841
694
803
990
1130
1091
1104
2059
803
2917
465
622
713
77
1088
256
892
165
1209
205
1131
297
145
123
155
60
41
112
451
574
192
31
144
202
99
203
153
437
261
451
411
517
485
496
448
563
657
684
609
622
690
433
500
619
631
529
541
562
492
496
511
551
611
581
496
672
591
580
672
647
703
536
661
