x
263
578
155
149
16
389
463
227
123
697
994
1950
1296
1184
1077
1072
1073
667
613
196
108
170
48
671
403
225
433
279
247
312
353
368
326
284
266
201
287
207
66
74
165
16
350
592
900
1075
1221
1327
1325
1344
1188
775
118
36
583
1152
981
1012
1200
969
946
769
631
734
656
602
565
417
256
304
246
130
252
71
666
