x
50
197
465
651
365
938
576
295
0
335
1411
358
511
213
84
503
353
231
725
0
275
1161
477
489
453
554
63
160
349
103
155
320
260
500
511
839
288
567
1207
794
361
655
229
541
746
215
534
896
211
379
835
745
1067
1296
1313
1310
1035
1098
1292
1487
1530
1604
1366
1860
1701
1841
1639
1993
1988
1941
1954
1971
2215
2146
2287
