x
1697
1548
2364
374
1795
2381
1423
1392
1210
863
1127
314
192
633
218
48
64
417
790
1625
1627
823
1072
1818
1735
1834
2205
2291
1264
1796
1824
1134
2063
1899
1579
1616
1296
1227
1215
1035
1207
891
773
723
616
607
462
381
227
405
309
122
0
164
47
67
25
0
80
0
80
32
25
175
141
0
233
303
241
285
256
279
413
496
592
