x
405
177
1533
1227
978
1558
626
15
2033
208
62
905
669
762
653
241
981
388
1261
323
1030
217
368
405
677
80
368
0
233
284
168
231
128
115
325
240
163
6
303
38
1
208
288
576
574
752
740
507
560
308
0
0
224
0
58
37
0
105
249
50
64
191
240
241
595
831
962
1462
763
503
320
178
82
374
595
