x
64
16
86
432
1208
1518
1307
1431
1425
1653
1712
1979
1921
1854
1035
1787
1462
1393
1381
1183
1165
1057
384
166
609
285
865
454
177
20
36
18
983
83
159
158
17
395
129
97
46
144
383
194
144
208
39
82
27
155
93
192
80
102
194
224
48
201
36
141
112
123
320
83
507
680
775
827
896
998
981
970
986
981
815
