x
126
299
285
368
464
327
544
460
413
619
659
663
883
955
770
1765
1442
1879
708
1452
946
331
409
400
80
201
688
1223
1391
1766
1776
1579
1406
1391
1118
800
674
403
419
285
17
50
159
133
671
344
369
349
368
509
368
486
281
737
811
944
766
150
82
224
275
32
117
150
251
497
834
1047
1178
1145
1204
1157
879
592
583
