x
13
510
579
733
539
746
400
432
347
418
155
443
49
533
256
86
395
703
887
1161
741
1242
682
250
18
297
654
453
801
547
906
671
753
443
239
722
578
240
176
178
192
428
816
1323
1186
1775
1488
2003
945
528
65
98
1360
1310
1360
1015
777
493
555
368
345
199
0
58
112
14
138
668
1264
1554
1535
1366
912
752
491
