x
1601
1425
1232
1552
1298
753
288
469
128
805
128
355
179
49
41
15
273
189
97
58
321
161
575
260
272
502
235
288
309
224
337
192
368
211
703
851
885
852
1414
1406
1718
1227
1114
806
884
720
400
445
418
496
432
272
358
63
0
567
528
624
941
977
896
1136
1207
1447
821
882
866
778
782
494
404
400
376
353
353
