x
660
1770
2234
2609
2781
2618
3633
4095
4095
3310
3223
2736
1923
1291
700
443
140
350
552
959
55
330
302
43
369
363
575
1427
806
1941
1360
1215
1776
1620
2022
3110
3430
3513
3568
4095
3645
3248
2524
1839
734
75
619
1392
1267
2059
2461
3067
3618
3659
4063
4095
3888
3653
2845
2358
1665
1099
765
391
591
438
363
407
93
240
171
194
107
385
576
