x
1103
1387
1238
1605
1265
987
752
87
238
759
378
846
1264
1222
1582
1394
921
736
702
3
263
0
198
70
0
0
281
711
1008
1535
1645
2194
2454
2735
2491
1586
1577
849
367
434
1874
2114
2767
2929
3118
3363
3287
2750
1904
1107
329
159
42
82
144
311
415
448
522
753
949
826
1082
1405
1648
1706
1752
1603
1415
1215
435
16
610
1241
1578
