x
677
458
206
201
0
94
336
158
0
272
600
1104
2435
2000
930
109
412
959
935
1360
862
1531
939
620
41
496
1108
0
11
16
268
114
511
719
1584
1525
1590
1328
664
442
254
819
1211
1253
679
1146
413
447
195
16
81
29
157
40
0
170
414
779
1154
666
730
441
336
39
311
687
898
885
644
734
363
144
90
161
2
