x
3792
3801
3471
2763
2930
2576
2356
2223
1825
883
699
758
190
112
160
910
903
1393
1616
1730
1887
1915
2011
2192
2235
3312
3639
2722
2763
2595
2626
2839
2517
2807
3614
4095
4091
3786
4048
4020
3491
3472
3179
2802
2551
2055
1888
1369
1215
861
656
322
240
26
14
76
47
156
263
259
414
288
467
304
144
399
432
385
515
500
454
510
744
701
814
