x
64
443
325
246
327
109
448
676
514
319
407
278
48
387
416
830
45
465
831
329
545
460
583
1408
215
291
463
485
719
371
327
225
316
502
380
501
377
465
476
272
154
767
406
465
336
304
501
466
460
153
317
571
549
293
415
304
377
415
433
398
464
364
416
406
320
345
340
160
147
208
74
155
144
146
101
