x
1170
1499
1273
1125
1109
485
876
1697
112
531
126
715
497
80
684
39
219
224
35
65
524
416
1455
1685
1238
822
1380
1214
1002
1254
1039
865
692
874
634
336
346
366
49
674
116
17
59
194
24
0
51
99
37
26
105
112
17
22
0
85
32
97
2
11
30
144
97
131
0
83
2
5
48
244
142
318
318
415
474
