x
2079
1380
2166
2304
2379
1994
2059
2182
1682
1572
1566
1559
1494
745
948
683
134
801
259
754
1670
442
277
47
458
6
89
144
183
128
384
368
385
466
537
617
297
337
325
458
225
471
560
731
617
786
909
954
944
902
823
800
605
590
491
336
240
128
48
18
69
170
320
438
576
718
814
912
982
1122
1074
1128
1040
999
870
