x
405
251
118
103
39
182
650
610
938
1247
1487
1552
1665
1556
1906
1693
1517
1644
1825
1158
1681
368
559
80
384
1922
30
32
44
51
269
39
6
3
16
128
494
110
16
401
162
271
862
666
785
191
195
163
55
97
66
178
175
255
361
476
768
1126
1216
1279
1258
1263
1131
1049
1055
760
689
647
570
502
416
262
218
145
165
