x
0
202
240
16
25
352
0
167
32
301
401
197
231
530
45
48
494
107
225
113
50
258
226
177
272
118
43
102
761
16
128
176
362
288
207
272
0
48
320
16
240
41
126
0
503
16
464
113
650
0
107
19
4
26
22
86
176
129
96
45
74
325
31
66
498
109
197
23
269
52
4
112
4
84
0
