x
644
208
240
175
614
58
120
1134
326
249
133
125
48
58
208
209
25
57
257
39
236
651
112
65
20
16
257
109
693
170
181
1184
136
182
122
48
74
79
1797
436
305
107
112
143
579
102
152
99
301
217
346
145
64
218
79
80
54
75
12
30
9
1
15
8
11
14
1
1
53
40
96
1
185
138
144
