x
794
638
1226
1187
1317
1070
369
544
695
362
432
148
105
144
2
272
39
18
14
80
59
113
240
145
175
85
12
403
490
750
639
681
647
399
430
153
15
21
17
464
580
738
803
831
592
671
586
383
262
173
165
0
64
0
127
117
84
103
176
86
131
139
298
583
976
1006
1234
1088
797
623
435
226
82
43
393
