x
676
570
1562
517
938
689
272
83
331
77
377
310
144
0
155
298
356
703
320
174
154
208
203
43
190
79
15
0
3
0
31
884
143
0
1239
1098
971
1277
1175
1371
1582
1715
1879
1910
1965
2099
2294
2114
2279
2402
2332
2473
2423
2343
2419
2531
2145
2180
2155
2014
1982
2098
1839
1456
1343
912
1421
530
59
341
559
799
981
1414
1632
